"Author";"Class";"Name";"ShortName";"Value"
"STABELI RG";"Zika";"Frequency of MeSH Category - Virus Characterization";"MeSHCat - Frequency of MeSH Category - Virus Characterization";"0"
"STABELI RG";"Zika";"Frequency of MeSH Category - Related Diseases";"MeSHCat - Frequency of MeSH Category - Related Diseases";"0"
"STABELI RG";"Zika";"Frequency of MeSH Category - Treatments, Vaccines & Diagnostic Tests";"MeSHCat - Frequency of MeSH Category - Treatments, Vaccines & Diagnostic Tests";"0"
"STABELI RG";"Zika";"Frequency of MeSH Category - Clinical manifestations";"MeSHCat - Frequency of MeSH Category - Clinical manifestations";"0"
"STABELI RG";"Zika";"Citations from papers in MeSH Category - Vector & Transmission";"MeSHCatCites - Vector & Transmission";"0"
"STABELI RG";"Zika";"Citations from papers in MeSH Category - Epidemiology, Outbreaks & Surveillance";"MeSHCatCites - Epidemiology, Outbreaks & Surveillance";"0"
"STABELI RG";"Zika";"Citations from papers in MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"MeSHCatCites - Microcephaly, Fetal infections & Pregnancy Complications";"31"
"STABELI RG";"Zika";"Citations from papers in MeSH Category - Virus Characterization";"MeSHCatCites - Virus Characterization";"0"
"STABELI RG";"Zika";"Citations from papers in MeSH Category - Related Diseases";"MeSHCatCites - Related Diseases";"0"
"STABELI RG";"Zika";"Citations from papers in MeSH Category - Treatments, Vaccines & Diagnostic Tests";"MeSHCatCites - Treatments, Vaccines & Diagnostic Tests";"0"
"STABELI RG";"Zika";"Citations from papers in MeSH Category - Clinical manifestations";"MeSHCatCites - Clinical manifestations";"0"
"STABELI RG";"Zika";"Total Citations";"Citations";"32"
"STABELI RG";"Zika";"Citations per Paper";"CitationRate";"16"
"STABELI RG";"Zika";"Number of Authors per Paper";"AvgAuthorNumber";"6.5"
"STABELI RG";"Zika";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"5"
"STABELI RG";"Zika";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"0"
"STABELI RG";"Zika";"Total Papers";"Papers";"2"
"STABELI RG";"Zika";"Papers with International Affiliations";"PapersINTL";"0"
"STABELI RG";"Zika";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0"
"STABELI RG";"Zika";"Academic Age - Years Since the First Paper Record";"Academic Age";"5"
"STABELI RG";"Zika";"Percentage of Zika-related papers";"PercZika";"1"
"STABELI RG";"Zika";"Number of highly-cited Zika papers";"HighlyCited";"0"
"STABELI RG";"All";"Author affiliations";"Affiliation";"-;FIOCRUZ;UFSCAR;USP"
"STABELI RG";"All";"Authos afilliation states";"State";"SP;-;RJ"
"STABELI RG";"All";"Author affiliation regions";"Region";"SE"
"STABELI RG";"All";"CognitiveCareerNetworkCoupling";"CareerNetCoupling";"Coupled to both"
"STABELI RG";"All";"CognitiveCareerNetworkPivot";"CareerNetPivot";"Soft pivot"
"SANSEVERINO MTV";"Pre-Outbreak";"Most Common Journal Area";"TopField";"GENETICS & HEREDITY"
"SANSEVERINO MTV";"Pre-Outbreak";"Total Citations";"Citations";"625"
"SANSEVERINO MTV";"Pre-Outbreak";"Citations per Paper";"CitationRate";"13.02"
"SANSEVERINO MTV";"Pre-Outbreak";"Number of Authors per Paper";"AvgAuthorNumber";"8.42"
"SANSEVERINO MTV";"Pre-Outbreak";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"3.55555555555556"
"SANSEVERINO MTV";"Pre-Outbreak";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"0.407407407407407"
"SANSEVERINO MTV";"Pre-Outbreak";"Total Papers";"Papers";"27"
"SANSEVERINO MTV";"Pre-Outbreak";"Papers with International Affiliations";"PapersINTL";"5"
"SANSEVERINO MTV";"Pre-Outbreak";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0.19"
"SANSEVERINO MTV";"Pre-Outbreak";"Academic Age - Years Since the First Paper Record";"Academic Age";"29"
"SANSEVERINO MTV";"Pre-Outbreak";"Percentage of Zika-related papers";"PercZika";"0"
"SANSEVERINO MTV";"Pre-Outbreak";"Number of highly-cited Zika papers";"HighlyCited";"0"
"SANSEVERINO MTV";"Post-Outbreak";"Most Common Journal Area";"TopField";"GENETICS & HEREDITY"
"SANSEVERINO MTV";"Post-Outbreak";"Total Citations";"Citations";"819"
"SANSEVERINO MTV";"Post-Outbreak";"Citations per Paper";"CitationRate";"29.25"
"SANSEVERINO MTV";"Post-Outbreak";"Number of Authors per Paper";"AvgAuthorNumber";"9.61"
"SANSEVERINO MTV";"Post-Outbreak";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"5.65384615384615"
"SANSEVERINO MTV";"Post-Outbreak";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"0.230769230769231"
"SANSEVERINO MTV";"Post-Outbreak";"Total Papers";"Papers";"26"
"SANSEVERINO MTV";"Post-Outbreak";"Papers with International Affiliations";"PapersINTL";"4"
"SANSEVERINO MTV";"Post-Outbreak";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0.15"
"SANSEVERINO MTV";"Post-Outbreak";"Academic Age - Years Since the First Paper Record";"Academic Age";"5"
"SANSEVERINO MTV";"Post-Outbreak";"Percentage of Zika-related papers";"PercZika";"0.21"
"SANSEVERINO MTV";"Post-Outbreak";"Number of highly-cited Zika papers";"HighlyCited";"2"
"SANSEVERINO MTV";"Zika";"Most Common Journal Area";"TopField";"GENETICS & HEREDITY"
"SANSEVERINO MTV";"Zika";"Frequency of MeSH Category - Vector & Transmission";"MeSHCat - Frequency of MeSH Category - Vector & Transmission";"0"
"SANSEVERINO MTV";"Zika";"Frequency of MeSH Category - Epidemiology, Outbreaks & Surveillance";"MeSHCat - Frequency of MeSH Category - Epidemiology, Outbreaks & Surveillance";"2"
"SANSEVERINO MTV";"Zika";"Frequency of MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"MeSHCat - Frequency of MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"4"
"SANSEVERINO MTV";"Zika";"Frequency of MeSH Category - Virus Characterization";"MeSHCat - Frequency of MeSH Category - Virus Characterization";"1"
"SANSEVERINO MTV";"Zika";"Frequency of MeSH Category - Related Diseases";"MeSHCat - Frequency of MeSH Category - Related Diseases";"0"
"SANSEVERINO MTV";"Zika";"Frequency of MeSH Category - Treatments, Vaccines & Diagnostic Tests";"MeSHCat - Frequency of MeSH Category - Treatments, Vaccines & Diagnostic Tests";"0"
"SANSEVERINO MTV";"Zika";"Frequency of MeSH Category - Clinical manifestations";"MeSHCat - Frequency of MeSH Category - Clinical manifestations";"0"
"SANSEVERINO MTV";"Zika";"Citations from papers in MeSH Category - Vector & Transmission";"MeSHCatCites - Vector & Transmission";"0"
"SANSEVERINO MTV";"Zika";"Citations from papers in MeSH Category - Epidemiology, Outbreaks & Surveillance";"MeSHCatCites - Epidemiology, Outbreaks & Surveillance";"92"
"SANSEVERINO MTV";"Zika";"Citations from papers in MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"MeSHCatCites - Microcephaly, Fetal infections & Pregnancy Complications";"751"
"SANSEVERINO MTV";"Zika";"Citations from papers in MeSH Category - Virus Characterization";"MeSHCatCites - Virus Characterization";"91"
"SANSEVERINO MTV";"Zika";"Citations from papers in MeSH Category - Related Diseases";"MeSHCatCites - Related Diseases";"0"
"SANSEVERINO MTV";"Zika";"Citations from papers in MeSH Category - Treatments, Vaccines & Diagnostic Tests";"MeSHCatCites - Treatments, Vaccines & Diagnostic Tests";"0"
"SANSEVERINO MTV";"Zika";"Citations from papers in MeSH Category - Clinical manifestations";"MeSHCatCites - Clinical manifestations";"0"
"SANSEVERINO MTV";"Zika";"Total Citations";"Citations";"752"
"SANSEVERINO MTV";"Zika";"Citations per Paper";"CitationRate";"125.33"
"SANSEVERINO MTV";"Zika";"Number of Authors per Paper";"AvgAuthorNumber";"13.67"
"SANSEVERINO MTV";"Zika";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"8"
"SANSEVERINO MTV";"Zika";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"0.333333333333333"
"SANSEVERINO MTV";"Zika";"Total Papers";"Papers";"6"
"SANSEVERINO MTV";"Zika";"Papers with International Affiliations";"PapersINTL";"2"
"SANSEVERINO MTV";"Zika";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0.33"
"SANSEVERINO MTV";"Zika";"Academic Age - Years Since the First Paper Record";"Academic Age";"5"
"SANSEVERINO MTV";"Zika";"Percentage of Zika-related papers";"PercZika";"1"
"SANSEVERINO MTV";"Zika";"Number of highly-cited Zika papers";"HighlyCited";"2"
"SANSEVERINO MTV";"All";"Author affiliations";"Affiliation";"PUC RS;UFRGS"
"SANSEVERINO MTV";"All";"Authos afilliation states";"State";"RS"
"SANSEVERINO MTV";"All";"Author affiliation regions";"Region";"S"
"SANSEVERINO MTV";"All";"CognitiveCareerNetworkCoupling";"CareerNetCoupling";"Coupled to both"
"SANSEVERINO MTV";"All";"CognitiveCareerNetworkPivot";"CareerNetPivot";"Soft pivot"
"ALMEIDA FJ";"ERROR";"No records: ZIKA = 1, PRE = 0, POST = 7";NA;NA
"ARAGAO GF";"Pre-Outbreak";"Most Common Journal Area";"TopField";"PHARMACOLOGY & PHARMACY"
"ARAGAO GF";"Pre-Outbreak";"Total Citations";"Citations";"83"
"ARAGAO GF";"Pre-Outbreak";"Citations per Paper";"CitationRate";"20.75"
"ARAGAO GF";"Pre-Outbreak";"Number of Authors per Paper";"AvgAuthorNumber";"6.5"
"ARAGAO GF";"Pre-Outbreak";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"2.5"
"ARAGAO GF";"Pre-Outbreak";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"0"
"ARAGAO GF";"Pre-Outbreak";"Total Papers";"Papers";"2"
"ARAGAO GF";"Pre-Outbreak";"Papers with International Affiliations";"PapersINTL";"0"
"ARAGAO GF";"Pre-Outbreak";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0"
"ARAGAO GF";"Pre-Outbreak";"Academic Age - Years Since the First Paper Record";"Academic Age";"15"
"ARAGAO GF";"Pre-Outbreak";"Percentage of Zika-related papers";"PercZika";"0"
"ARAGAO GF";"Pre-Outbreak";"Number of highly-cited Zika papers";"HighlyCited";"0"
"ARAGAO GF";"Post-Outbreak";"Most Common Journal Area";"TopField";"PHARMACOLOGY & PHARMACY"
"ARAGAO GF";"Post-Outbreak";"Total Citations";"Citations";"6"
"ARAGAO GF";"Post-Outbreak";"Citations per Paper";"CitationRate";"1.5"
"ARAGAO GF";"Post-Outbreak";"Number of Authors per Paper";"AvgAuthorNumber";"5"
"ARAGAO GF";"Post-Outbreak";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"1.75"
"ARAGAO GF";"Post-Outbreak";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"0"
"ARAGAO GF";"Post-Outbreak";"Total Papers";"Papers";"4"
"ARAGAO GF";"Post-Outbreak";"Papers with International Affiliations";"PapersINTL";"0"
"ARAGAO GF";"Post-Outbreak";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0"
"ARAGAO GF";"Post-Outbreak";"Academic Age - Years Since the First Paper Record";"Academic Age";"3"
"ARAGAO GF";"Post-Outbreak";"Percentage of Zika-related papers";"PercZika";"0.25"
"ARAGAO GF";"Post-Outbreak";"Number of highly-cited Zika papers";"HighlyCited";"0"
"ARAGAO GF";"Zika";"Most Common Journal Area";"TopField";"PARASITOLOGY"
"ARAGAO GF";"Zika";"Frequency of MeSH Category - Vector & Transmission";"MeSHCat - Frequency of MeSH Category - Vector & Transmission";"0"
"ARAGAO GF";"Zika";"Frequency of MeSH Category - Epidemiology, Outbreaks & Surveillance";"MeSHCat - Frequency of MeSH Category - Epidemiology, Outbreaks & Surveillance";"0"
"ARAGAO GF";"Zika";"Frequency of MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"MeSHCat - Frequency of MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"0"
"ARAGAO GF";"Zika";"Frequency of MeSH Category - Virus Characterization";"MeSHCat - Frequency of MeSH Category - Virus Characterization";"0"
"ARAGAO GF";"Zika";"Frequency of MeSH Category - Related Diseases";"MeSHCat - Frequency of MeSH Category - Related Diseases";"1"
"ARAGAO GF";"Zika";"Frequency of MeSH Category - Treatments, Vaccines & Diagnostic Tests";"MeSHCat - Frequency of MeSH Category - Treatments, Vaccines & Diagnostic Tests";"0"
"ARAGAO GF";"Zika";"Frequency of MeSH Category - Clinical manifestations";"MeSHCat - Frequency of MeSH Category - Clinical manifestations";"1"
"ARAGAO GF";"Zika";"Citations from papers in MeSH Category - Vector & Transmission";"MeSHCatCites - Vector & Transmission";"0"
"ARAGAO GF";"Zika";"Citations from papers in MeSH Category - Epidemiology, Outbreaks & Surveillance";"MeSHCatCites - Epidemiology, Outbreaks & Surveillance";"0"
"ARAGAO GF";"Zika";"Citations from papers in MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"MeSHCatCites - Microcephaly, Fetal infections & Pregnancy Complications";"0"
"ARAGAO GF";"Zika";"Citations from papers in MeSH Category - Virus Characterization";"MeSHCatCites - Virus Characterization";"0"
"ARAGAO GF";"Zika";"Citations from papers in MeSH Category - Related Diseases";"MeSHCatCites - Related Diseases";"2"
"ARAGAO GF";"Zika";"Citations from papers in MeSH Category - Treatments, Vaccines & Diagnostic Tests";"MeSHCatCites - Treatments, Vaccines & Diagnostic Tests";"0"
"ARAGAO GF";"Zika";"Citations from papers in MeSH Category - Clinical manifestations";"MeSHCatCites - Clinical manifestations";"2"
"ARAGAO GF";"Zika";"Total Citations";"Citations";"2"
"ARAGAO GF";"Zika";"Citations per Paper";"CitationRate";"2"
"ARAGAO GF";"Zika";"Number of Authors per Paper";"AvgAuthorNumber";"3"
"ARAGAO GF";"Zika";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"1"
"ARAGAO GF";"Zika";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"0"
"ARAGAO GF";"Zika";"Total Papers";"Papers";"1"
"ARAGAO GF";"Zika";"Papers with International Affiliations";"PapersINTL";"0"
"ARAGAO GF";"Zika";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0"
"ARAGAO GF";"Zika";"Academic Age - Years Since the First Paper Record";"Academic Age";"2"
"ARAGAO GF";"Zika";"Percentage of Zika-related papers";"PercZika";"1"
"ARAGAO GF";"Zika";"Number of highly-cited Zika papers";"HighlyCited";"0"
"ARAGAO GF";"All";"Author affiliations";"Affiliation";"UECE;UFC"
"ARAGAO GF";"All";"Authos afilliation states";"State";"CE"
"ARAGAO GF";"All";"Author affiliation regions";"Region";"NE"
"ARAGAO GF";"All";"CognitiveCareerNetworkCoupling";"CareerNetCoupling";"Coupled to non-Zika only"
"ARAGAO GF";"All";"CognitiveCareerNetworkPivot";"CareerNetPivot";"Hard pivot"
"AGUIAR R";"Pre-Outbreak";"Most Common Journal Area";"TopField";"AUTOMATION & CONTROL SYSTEMS"
"AGUIAR R";"Pre-Outbreak";"Total Citations";"Citations";"34"
"AGUIAR R";"Pre-Outbreak";"Citations per Paper";"CitationRate";"17"
"AGUIAR R";"Pre-Outbreak";"Number of Authors per Paper";"AvgAuthorNumber";"7"
"AGUIAR R";"Pre-Outbreak";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"9"
"AGUIAR R";"Pre-Outbreak";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"1"
"AGUIAR R";"Pre-Outbreak";"Total Papers";"Papers";"1"
"AGUIAR R";"Pre-Outbreak";"Papers with International Affiliations";"PapersINTL";"1"
"AGUIAR R";"Pre-Outbreak";"Percentage of Papers with International Affiliations";"PercPapersINTL";"1"
"AGUIAR R";"Pre-Outbreak";"Academic Age - Years Since the First Paper Record";"Academic Age";"9"
"AGUIAR R";"Pre-Outbreak";"Percentage of Zika-related papers";"PercZika";"0"
"AGUIAR R";"Pre-Outbreak";"Number of highly-cited Zika papers";"HighlyCited";"0"
"AGUIAR R";"Post-Outbreak";"Most Common Journal Area";"TopField";"AUTOMATION & CONTROL SYSTEMS"
"AGUIAR R";"Post-Outbreak";"Total Citations";"Citations";"42"
"AGUIAR R";"Post-Outbreak";"Citations per Paper";"CitationRate";"14"
"AGUIAR R";"Post-Outbreak";"Number of Authors per Paper";"AvgAuthorNumber";"8"
"AGUIAR R";"Post-Outbreak";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"6.5"
"AGUIAR R";"Post-Outbreak";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"1.5"
"AGUIAR R";"Post-Outbreak";"Total Papers";"Papers";"2"
"AGUIAR R";"Post-Outbreak";"Papers with International Affiliations";"PapersINTL";"1"
"AGUIAR R";"Post-Outbreak";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0.5"
"AGUIAR R";"Post-Outbreak";"Academic Age - Years Since the First Paper Record";"Academic Age";"5"
"AGUIAR R";"Post-Outbreak";"Percentage of Zika-related papers";"PercZika";"0.67"
"AGUIAR R";"Post-Outbreak";"Number of highly-cited Zika papers";"HighlyCited";"0"
"AGUIAR R";"Zika";"Most Common Journal Area";"TopField";"INFECTIOUS DISEASES"
"AGUIAR R";"Zika";"Frequency of MeSH Category - Vector & Transmission";"MeSHCat - Frequency of MeSH Category - Vector & Transmission";"2"
"AGUIAR R";"Zika";"Frequency of MeSH Category - Epidemiology, Outbreaks & Surveillance";"MeSHCat - Frequency of MeSH Category - Epidemiology, Outbreaks & Surveillance";"1"
"AGUIAR R";"Zika";"Frequency of MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"MeSHCat - Frequency of MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"0"
"AGUIAR R";"Zika";"Frequency of MeSH Category - Virus Characterization";"MeSHCat - Frequency of MeSH Category - Virus Characterization";"0"
"AGUIAR R";"Zika";"Frequency of MeSH Category - Related Diseases";"MeSHCat - Frequency of MeSH Category - Related Diseases";"1"
"AGUIAR R";"Zika";"Frequency of MeSH Category - Treatments, Vaccines & Diagnostic Tests";"MeSHCat - Frequency of MeSH Category - Treatments, Vaccines & Diagnostic Tests";"0"
"AGUIAR R";"Zika";"Frequency of MeSH Category - Clinical manifestations";"MeSHCat - Frequency of MeSH Category - Clinical manifestations";"0"
"AGUIAR R";"Zika";"Citations from papers in MeSH Category - Vector & Transmission";"MeSHCatCites - Vector & Transmission";"37"
"AGUIAR R";"Zika";"Citations from papers in MeSH Category - Epidemiology, Outbreaks & Surveillance";"MeSHCatCites - Epidemiology, Outbreaks & Surveillance";"7"
"AGUIAR R";"Zika";"Citations from papers in MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"MeSHCatCites - Microcephaly, Fetal infections & Pregnancy Complications";"0"
"AGUIAR R";"Zika";"Citations from papers in MeSH Category - Virus Characterization";"MeSHCatCites - Virus Characterization";"0"
"AGUIAR R";"Zika";"Citations from papers in MeSH Category - Related Diseases";"MeSHCatCites - Related Diseases";"7"
"AGUIAR R";"Zika";"Citations from papers in MeSH Category - Treatments, Vaccines & Diagnostic Tests";"MeSHCatCites - Treatments, Vaccines & Diagnostic Tests";"0"
"AGUIAR R";"Zika";"Citations from papers in MeSH Category - Clinical manifestations";"MeSHCatCites - Clinical manifestations";"0"
"AGUIAR R";"Zika";"Total Citations";"Citations";"37"
"AGUIAR R";"Zika";"Citations per Paper";"CitationRate";"18.5"
"AGUIAR R";"Zika";"Number of Authors per Paper";"AvgAuthorNumber";"10"
"AGUIAR R";"Zika";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"6.5"
"AGUIAR R";"Zika";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"1.5"
"AGUIAR R";"Zika";"Total Papers";"Papers";"2"
"AGUIAR R";"Zika";"Papers with International Affiliations";"PapersINTL";"1"
"AGUIAR R";"Zika";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0.5"
"AGUIAR R";"Zika";"Academic Age - Years Since the First Paper Record";"Academic Age";"5"
"AGUIAR R";"Zika";"Percentage of Zika-related papers";"PercZika";"1"
"AGUIAR R";"Zika";"Number of highly-cited Zika papers";"HighlyCited";"0"
"AGUIAR R";"All";"Author affiliations";"Affiliation";"FIOCRUZ MS;FIOCRUZ RJ"
